"Story","Title","Result","Date","Stability","Duration (s)"
"Juan Camilo Desea Automatizar la pagina y realizar una compra","Juan Camilo agrega 6 productos al carrito","ERROR","2024-01-15T22:15:38.5288112-05:00[America/Bogota]","0.0","2.48"
"Juan Camilo Desea Automatizar la pagina y realizar una compra","Juan Camilo agrega 6 productos al carrito","ERROR","2024-01-25T10:54:19.6093776-05:00[America/Bogota]","0.0","1.99"
