"Story","Title","Result","Date","Stability","Duration (s)"
"Juan Camilo Desea Automatizar la pagina y realizar una compra","Juan Camilo agrega 3 productos al carrito","ERROR","2024-01-15T22:15:30.698151-05:00[America/Bogota]","0.0","2.9"
"Juan Camilo Desea Automatizar la pagina y realizar una compra","Juan Camilo agrega 3 productos al carrito","ERROR","2024-01-25T10:54:14.1512733-05:00[America/Bogota]","0.0","1.79"
