"Story","Title","Result","Date","Stability","Duration (s)"
"Juan Camilo Desea Automatizar la pagina y realizar una compra","Juan Camilo agrega 4 productos al carrito","FAILURE","2022-11-04T22:06:30.5393042-05:00[America/Bogota]","0.0","31.71"
