"Story","Title","Result","Date","Stability","Duration (s)"
"Juan Camilo Desea Automatizar la pagina y realizar una compra","Juan Camilo agrega dos productos al carrito","FAILURE","2022-11-04T18:13:20.652687-05:00[America/Bogota]","0.0","29.96"
